Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
American (Traditional),"2035 Kennedy Rd
Toronto, ON M1S 0G5",Whitesides Terrace Grille,(416) 299-1500,$31-60,,https://www.yelp.ca/biz/whitesides-terrace-grille-toronto,43.776958,-79.283745
American (Traditional),"1560 Yonge St
Unit 107
Toronto, ON M4T 2S9",Swiss Chalet Rotisserie & Grill,(416) 964-6501,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-14,43.68993,-79.394941
American (Traditional),"12 Kensington Ave
Toronto, ON M5T 2J7",The Last Temptation,(416) 599-2551,Under $10,,https://www.yelp.ca/biz/the-last-temptation-toronto,43.653177,-79.400335
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",The Porch Toronto,(647) 344-1234,$11-30,theporchto.com,https://www.yelp.ca/biz/the-porch-toronto-toronto,43.648213,-79.389095
American (Traditional),"2300 Keele Street
North York, ON M6M 3Z8",The Pit Stop Family Restaurant,(416) 244-5886,Under $10,,https://www.yelp.ca/biz/the-pit-stop-family-restaurant-north-york,43.703283,-79.476843
American (Traditional),"949 Eglinton Ave W
Toronto, ON M6C 2C3",Swiss Chalet Rotisserie & Grill,(416) 783-2345,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-40,43.700144,-79.428499
American (Traditional),"55 Lebovic Avenue
Unit 101-103
Scarborough, ON M1L 4V9",Affy's Premium Grill,(647) 341-4443,,affyspremiumgrillscarborough.?,https://www.yelp.ca/biz/affys-premium-grill-scarborough,43.722653,-79.289549
American (Traditional),"3140 Dufferin Avenue
Unit 102
Toronto, ON M6A 2T1",Swiss Chalet Rotisserie & Grill,(416) 789-5445,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-36,43.716649,-79.45631
American (Traditional),"590 Keele St
Toronto, ON M6N 3E2",Swiss Chalet Rotisserie & Grill,(416) 760-7893,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-8,43.671593,-79.467455
American (Traditional),"2674 Yonge Street
Toronto, ON M4N 2H7",Sugar Miracles,(647) 350-2524,Under $10,sugarmiracles.com,https://www.yelp.ca/adredir?ad_business_id=Hn-bPW6z63BjA4XBAFsVgw&campaign_id=8kABHY8VEXVvP7xKWBb8tg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fsugar-miracles-toronto&request_id=9ff809689021d94e&signature=0fb488ad864acb86be1b5acd2f896d93b6a6c7e7cca21af7b206ba53844056c2&slot=0,43.716805,-79.400696
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,(416) 480-0202,$11-30,stlouiswings.com,https://www.yelp.ca/adredir?ad_business_id=INJ-1LC57mpAsNspyb3CfA&campaign_id=21aLgKLRCkW6gy-h5oy5Ug&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fst-louis-bar-and-grill-toronto&request_id=0bc4d7ad76be353e&signature=61a2f186a600cea1ec86c439e0075828be3a5cd5a2a65033eef1333e2a0563be&slot=0,43.701559,-79.39763
American (Traditional),"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,(647) 559-9401,,nordbistro.ca,https://www.yelp.ca/adredir?ad_business_id=4P_HNoH4cjoCdPHPb2LTXA&campaign_id=MMtAgF8EBtL_ADkBsKTm1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnord-bistro-toronto-3&request_id=0bc4d7ad76be353e&signature=ad35b55e36d7bc18c5ef6c920bf92565ddd96ecc2e28c780083d6d31d42333de&slot=1,43.6739,-79.41147
American (Traditional),"Sheraton Hotel
123 Queen St W
Toronto, ON M5H 3K6",Trader's,(416) 361-1000,,sheratontoronto.com/traders-r?,https://www.yelp.ca/biz/traders-toronto,43.65133,-79.384306
American (Traditional),"924 Dixon Road
Toronto, ON M9W 1J9",Airport Gate Cafe & Grill,(647) 748-2233,$11-30,airportgatecafe.com,https://www.yelp.ca/biz/airport-gate-cafe-and-grill-toronto,43.687412,-79.596681
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,(416) 480-0202,$11-30,stlouiswings.com,https://www.yelp.ca/biz/st-louis-bar-and-grill-toronto,43.701559,-79.39763
American (Traditional),"2408 Danforth Ave
Toronto, ON M4C 1K9",Scrumdelicious,(416) 690-6794,,,https://www.yelp.ca/biz/scrumdelicious-toronto,43.687745,-79.305161
American (Traditional),"1557 The Queensway
Toronto, ON M8Z 1T8",Wild Wing,(416) 252-9464,$11-30,bestchickenwings.com,https://www.yelp.ca/biz/wild-wing-toronto-31,43.617465,-79.538525
American (Traditional),"3253 Bayview Ave
Toronto, ON M2K 1G4",Swiss Chalet Rotisserie & Grill,(416) 250-0050,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-26,43.788697,-79.392851
American (Traditional),"1255 The Queensway
Toronto, ON M8Z 1S1",Swiss Chalet Rotisserie & Grill,(416) 251-4100,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-32,43.620342,-79.523957
American (Traditional),"1 First Canadian Place
100 King ST W
Toronto, ON M5X 1E1",Swiss Chalet Rotisserie & Grill,(416) 368-2702,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-13,43.648566,-79.381807
American (Traditional),"Toronto Islands
Toronto, ON M5J 1A1",The Carousel Café,(416) 203-0405,$11-30,centreisland.ca/food-and-drin?,https://www.yelp.ca/biz/the-carousel-caf%C3%A9-toronto-2,43.628947,-79.39442
American (Traditional),"416 Roncesvalles Avenue
Toronto, ON M6R 2N2",Loons Restaurant & Pub,(416) 535-8561,$11-30,loonspub.com,https://www.yelp.ca/biz/loons-restaurant-and-pub-toronto,43.65173,-79.45126
American (Traditional),"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=0bc4d7ad76be353e&signature=89380e6bee25fe94476e666b3de33d2efae8df3cefbdeb1ff4a55cf4f6cc0f2f&slot=0,43.645852,-79.387863
American (Traditional),"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,(647) 559-9401,,nordbistro.ca,https://www.yelp.ca/adredir?ad_business_id=4P_HNoH4cjoCdPHPb2LTXA&campaign_id=MMtAgF8EBtL_ADkBsKTm1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnord-bistro-toronto-3&request_id=a0f7f72818e8f97f&signature=fa248dfc60330c5f2c04fa6ecb828c64f5c302cb5ac3b4cbd087f511fa191e3d&slot=0,43.6739,-79.41147
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",The Porch Toronto,(647) 344-1234,$11-30,theporchto.com,https://www.yelp.ca/adredir?ad_business_id=dOKk_X3mLpOkDn051v3xUA&campaign_id=HsRpFdxutbx9Y4H8SssV9Q&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-porch-toronto-toronto&request_id=a0f7f72818e8f97f&signature=c1711b7f484ffb6dfe3dc053f9b6fe27d7ba870c01329226712dfdb45a093232&slot=1,43.648213,-79.389095
American (Traditional),"20 Dundas Street West
Toronto, ON M5G 2C2",Red Lobster,(416) 348-8938,$11-30,,https://www.yelp.ca/biz/red-lobster-toronto,43.656363,-79.383616
American (Traditional),"269 Stn Commerce Court
Toronto, ON M5L 1E9",Harvey's Restaurants,(416) 865-1129,,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-toronto-11,43.647869,-79.379465
American (Traditional),"46 Blue Jays Way
Toronto, ON M5V 2G3",Wahlburgers,(416) 489-8922,$11-30,wahlburgers.ca,https://www.yelp.ca/biz/wahlburgers-toronto,43.644733,-79.391851
American (Traditional),"1400 O'Connor Dr
Toronto, ON M4B 2T8",Swiss Chalet Rotisserie & Grill,(416) 701-9869,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-41,43.712856,-79.307552
American (Traditional),"2555 Victoria Park Ave
Toronto, ON M1T 1A3",Swiss Chalet Rotisserie & Grill,(416) 494-9693,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-27,43.773305,-79.321704
American (Traditional),"60 Overlea Blvd
Toronto, ON M4H 1B6",Swiss Chalet Rotisserie & Grill,(416) 696-2268,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-30,43.707786,-79.344355
American (Traditional),"700 University Ave
Toronto, ON M5G 1Z5",Swiss Chalet Rotisserie & Grill,(416) 260-8574,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-19,43.659503,-79.390912
American (Traditional),"79 Wellington Street W
TD South Tower, 36th Fl.
Toronto, ON M5K 1J5",Stratus Restaurant,(416) 865-1924,,stratusrestaurant.com,https://www.yelp.ca/biz/stratus-restaurant-toronto-2,43.646947,-79.381626
American (Traditional),"900 Dufferin St
Unit 3
Toronto, ON M6H 4A9",Swiss Chalet Rotisserie & Grill,(416) 536-5335,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-11,43.656013,-79.435247
American (Traditional),"Toronto Island Marina
Centre Island
Centre Island, ON",Upper Deck Bar,(416) 203-1055,$11-30,,https://www.yelp.ca/biz/upper-deck-bar-centre-island,43.623677,-79.38137
American (Traditional),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,(416) 533-8841,$31-60,reverieatthepark.com,https://www.yelp.ca/adredir?ad_business_id=5AC2yQzEe3iRGrsJ0at-8g&campaign_id=ib_9ayf8c7Tfb5G9QqHrsg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Freverie-at-the-park-toronto-3&request_id=a0f7f72818e8f97f&signature=402dd8d6f80a57294575ebba99208085a295aaf34d3f92db5b0d44dcd4f6eefd&slot=0,43.65516,-79.412779
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,(416) 480-0202,$11-30,stlouiswings.com,https://www.yelp.ca/adredir?ad_business_id=INJ-1LC57mpAsNspyb3CfA&campaign_id=21aLgKLRCkW6gy-h5oy5Ug&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fst-louis-bar-and-grill-toronto&request_id=e49fda2f642407ee&signature=5206fa69f0a211aab25a63e02bd77f3be098e9026bb0aa7a6991d6fdebc4f62f&slot=0,43.701559,-79.39763
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ?n? Horse Saloon,(647) 344-1234,$11-30,rocknhorsesaloon.com,https://www.yelp.ca/adredir?ad_business_id=jF3sWSqa-6TyROZgSUGrIw&campaign_id=MdoAVlqTrvxm6L7UQ4tLoA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frock-n-horse-saloon-toronto&request_id=e49fda2f642407ee&signature=040c839b8efe48310479d13b3122c3a289bbcd5d5d729c582615005e92cb1479&slot=1,43.648171,-79.389077
American (Traditional),"3200 Dufferin Street
Toronto, ON M6A 2T3",Red Lobster,(416) 785-7930,$11-30,,https://www.yelp.ca/biz/red-lobster-toronto-2,43.718716,-79.456312
American (Traditional),"10 Disera Drive
Thornhill, ON L4J 9G7",Boneyard Grill,(905) 762-0825,$11-30,boneyardgrill.com,https://www.yelp.ca/biz/boneyard-grill-thornhill,43.810509,-79.454233
American (Traditional),"1077 Wilson Avenue
Toronto, ON M3K 1G7",Swiss Chalet Rotisserie & Grill,(416) 636-0562,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-29,43.726919,-79.480442
American (Traditional),"11 William Kitchen Rd
Toronto, ON M1P 5B7",Wild Wing,(416) 754-9464,$11-30,bestchickenwings.com,https://www.yelp.ca/biz/wild-wing-toronto-3,43.772832,-79.280214
American (Traditional),"101 Wicksteed Ave
Toronto, ON M4G 4H9",Harvey's Restaurants,(416) 422-4184,$11-30,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-toronto-12,43.710664,-79.357532
American (Traditional),"2827 Dundas Street West
Toronto, ON M6P 1Y6",Shoxs Billiard Lounge,(416) 762-7097,$11-30,,https://www.yelp.ca/biz/shoxs-billiard-lounge-toronto,43.665311,-79.463625
American (Traditional),"642 Dixon Road
Toronto, ON M9W 1J1",Swiss Chalet Rotisserie & Grill,(416) 249-7371,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-42,43.691384,-79.576671
American (Traditional),"1230 Sheppard Avenue W
Toronto, ON M3J 2P6",SVG Bar and Grill,(416) 567-5742,,,https://www.yelp.ca/biz/svg-bar-and-grill-toronto,43.754982,-79.479419
American (Traditional),"34 King Street E
Toronto, ON M5C 2L9",Fit for Life,(647) 350-3571,Under $10,fitforlifefood.com,https://www.yelp.ca/biz/fit-for-life-toronto-16,43.649458,-79.376687
American (Traditional),"38 The Esplanade
Toronto, ON M5E 1A1",Tilted Kilt Pub & Eatery,(416) 603-0100,$11-30,tiltedkilt.com,https://www.yelp.ca/biz/tilted-kilt-pub-and-eatery-toronto,43.64693,-79.374978
American (Traditional),"51 saint nicholas street
Toronto, ON M4Y 1W6",The Diner's Corner,(416) 929-7031,,dinerscorner.com,https://www.yelp.ca/adredir?ad_business_id=cd3ced-z0OLP-yBUPSNKjQ&campaign_id=yyr7NtOLUKNtq-iomSAjgg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-diners-corner-toronto&request_id=e49fda2f642407ee&signature=8371332a17383ce6edd87d5c892170c91ff71cfaeaaf0deb20cc0d5e2ff4f4c3&slot=0,43.667031,-79.386203
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,(416) 480-0202,$11-30,stlouiswings.com,https://www.yelp.ca/adredir?ad_business_id=INJ-1LC57mpAsNspyb3CfA&campaign_id=21aLgKLRCkW6gy-h5oy5Ug&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fst-louis-bar-and-grill-toronto&request_id=d8f197171ef3331c&signature=f5ba8ec1e8498a40c29f9cc977f3c3fb7a5650340e53842aa1a2eee7ee2c97a6&slot=0,43.701559,-79.39763
American (Traditional),"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=d8f197171ef3331c&signature=c8232070f22f1691b72beff46e80205902b30fbc0d06ccfef5a4fbb26e9c3177&slot=1,43.71367,-79.365092
American (Traditional),"2452 Sheppard Avenue E
Toronto, ON M2J 4W6",Chuck E. Cheese's,(416) 497-8855,Under $10,chuckecheese.com,https://www.yelp.ca/biz/chuck-e-cheeses-toronto,43.775773,-79.325493
American (Traditional),"4700 Keele Street
Toronto, ON M3J 1P3",freshii,(416) 736-2100,,freshii.com,https://www.yelp.ca/biz/freshii-toronto-29,43.774268,-79.503943
American (Traditional),"480 Bayview Avenue
Toronto, ON M4W",Raw Food Restaurant,,,,https://www.yelp.ca/biz/raw-food-restaurant-toronto,43.678711,-79.368263
American (Traditional),"523 Danforth Avenue
Toronto, ON M4K 1P7",Popeyes Louisiana Kitchen,(647) 748-4711,Under $10,popeyeschicken.ca,https://www.yelp.ca/biz/popeyes-louisiana-kitchen-toronto-3,43.67824,-79.348202
American (Traditional),"557 Dixon Road
Unit 130
Toronto, ON M9W 1H7",St. Louis Bar & Grill,(416) 248-5622,$11-30,stlouiswings.com,https://www.yelp.ca/biz/st-louis-bar-and-grill-toronto-20,43.689977,-79.57165
American (Traditional),"121 Dundas Street W
Toronto, ON M5G 1C4",Denny's,(416) 599-6161,$11-30,locations.dennys.ca,https://www.yelp.ca/biz/dennys-toronto,43.655371,-79.384432
American (Traditional),"2955 Bloor St W
Toronto, ON M8X 1B8",Swiss Chalet Rotisserie & Grill,(416) 233-4573,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-39,43.647773,-79.508321
American (Traditional),"7 King Street E
Toronto, ON M5C 3C5",The Office Pub on King,(416) 901-5535,$11-30,theofficepub.ca,https://www.yelp.ca/biz/the-office-pub-on-king-toronto,43.649065,-79.37693
American (Traditional),"49 Eglinton Ave East
Toronto, ON M4P 1G6",Harvey's Restaurants,(416) 322-1551,$11-30,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-toronto-15,43.706983,-79.396499
American (Traditional),"2990 Eglinton Ave E
Toronto, ON M1J 2E4",Swiss Chalet Rotisserie & Grill,(416) 438-3223,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-23,43.740597,-79.232747
American (Traditional),"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,(647) 559-9401,,nordbistro.ca,https://www.yelp.ca/adredir?ad_business_id=4P_HNoH4cjoCdPHPb2LTXA&campaign_id=gm2hwwUHnv0xUEochrlBuA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnord-bistro-toronto-3&request_id=d8f197171ef3331c&signature=c14c8a0784b04686a2782ccd925aa54a28b8a94fc392c02a5e6e87747e048189&slot=0,43.6739,-79.41147
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",The Porch Toronto,(647) 344-1234,$11-30,theporchto.com,https://www.yelp.ca/adredir?ad_business_id=dOKk_X3mLpOkDn051v3xUA&campaign_id=HsRpFdxutbx9Y4H8SssV9Q&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-porch-toronto-toronto&request_id=b5a79423c154474f&signature=ec7c60d0f73ab6f6b8fdb9ddacd0ac2bc415e42eb4c44079324e495fdd6aed8f&slot=0,43.648213,-79.389095
American (Traditional),"200 Bay St
Unit F1
Toronto, ON M5J 2J1",Swiss Chalet Rotisserie & Grill,(416) 304-0585,Under $10,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-15,43.646449,-79.379615
American (Traditional),"1800 Sheppard Ave. East
Unit 2044
Toronto, ON M2J 5A7",Moxie's Grill & Bar,(647) 426-6677,$11-30,moxies.ca,https://www.yelp.ca/biz/moxies-grill-and-bar-toronto-2,43.777878,-79.344654
American (Traditional),"5487 Dundas St W
Toronto, ON M9B 1B5",Swiss Chalet Rotisserie & Grill,(416) 236-3158,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-35,43.632035,-79.543838
American (Traditional),"2058 Ellesmere Road
Unit 3
Toronto, ON M1H 2V6",La Sani Grill,(416) 481-7866,$11-30,lasanigrill.net,https://www.yelp.ca/biz/la-sani-grill-toronto-2,43.776412,-79.234966
American (Traditional),"600 Dixon Rd
Toronto, ON M9W 1J1",Perkins Restaurant & Bakery,(416) 240-9741,$11-30,perkinsrestaurants.com,https://www.yelp.ca/biz/perkins-restaurant-and-bakery-toronto,43.692686,-79.572725
American (Traditional),"269 Rexdale Blvd
Toronto, ON M9W 1P7",Swiss Chalet Rotisserie & Grill,(416) 746-2057,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-25,43.712145,-79.577535
American (Traditional),"Centerpoint Mall
6508 Yonge Street
Toronto, ON M2M 4J8",Pickle Barrel,(416) 226-4444,$11-30,picklebarrel.ca,https://www.yelp.ca/biz/pickle-barrel-toronto-3,43.795813,-79.421306
American (Traditional),"14 Duncan Street
Toronto, ON M5H 3G8",Grace O?Malley's,(416) 596-1444,$11-30,gracies.ca,https://www.yelp.ca/biz/grace-o-malleys-toronto,43.647686,-79.388585
American (Traditional),"1800 Sheppard Ave. E.
Unit 2016
Toronto, ON M2J 5A7",St. Louis Bar & Grill,(416) 637-9464,$11-30,stlouiswings.com,https://www.yelp.ca/biz/st-louis-bar-and-grill-toronto-17,43.777758,-79.344451
American (Traditional),"7355 Bayview Ave
Unit 2
Markham, ON L3T 5Z2",Ramona's Kitchen,(905) 597-9220,$11-30,ramonaskitchen.ca,https://www.yelp.ca/biz/ramonas-kitchen-markham-2,43.813408,-79.398656
American (Traditional),"2050 Yonge St.
Toronto, ON M4S 1Z9",St. Louis Bar & Grill,(416) 480-0202,$11-30,stlouiswings.com,https://www.yelp.ca/adredir?ad_business_id=INJ-1LC57mpAsNspyb3CfA&campaign_id=21aLgKLRCkW6gy-h5oy5Ug&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fst-louis-bar-and-grill-toronto&request_id=b017c0703eda5222&signature=b2231b6108c208018ff05823825a5912d368b31fb6633e9a0352668647826bac&slot=0,43.701559,-79.39763
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ?n? Horse Saloon,(647) 344-1234,$11-30,rocknhorsesaloon.com,https://www.yelp.ca/adredir?ad_business_id=jF3sWSqa-6TyROZgSUGrIw&campaign_id=MdoAVlqTrvxm6L7UQ4tLoA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frock-n-horse-saloon-toronto&request_id=b017c0703eda5222&signature=3f278c2391b3e8937f66654e5e9ee813f36fd3b5c6ada154f065a60ae3ec15bc&slot=1,43.648171,-79.389077
American (Traditional),"104-33 Yonge Street
Toronto, ON M5E 1G4",Fran's Restaurant,(647) 352-3300,$11-30,fransrestaurant.com,https://www.yelp.ca/biz/frans-restaurant-toronto-4,43.647539,-79.376024
American (Traditional),"2454 Lake Shore Boulevard W
Etobicoke, ON M8V 1C9",Canadiana Restaurant,(416) 251-5442,Under $10,,https://www.yelp.ca/biz/canadiana-restaurant-etobicoke,43.613697,-79.489376
American (Traditional),"2130 Lawrence Ave E
Toronto, ON M1R 3A6",Swiss Chalet Rotisserie & Grill,(416) 759-3783,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-31,43.745827,-79.289001
American (Traditional),"853 Milner Ave
Toronto, ON M1B 3C3",Swiss Chalet Rotisserie & Grill,(416) 283-2460,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-33,43.800394,-79.198418
American (Traditional),"8074 Islington Avenue
Woodbridge, ON L4L 1W5",Memphis BBQ,(905) 265-9003,$11-30,bigbonebbq.ca/woodbridge,https://www.yelp.ca/biz/memphis-bbq-woodbridge,43.789337,-79.587131
American (Traditional),"125 Bremner Blvd
Toronto, ON M5J 3A8",Hoops Sports Bar & Grill,(647) 343-0783,$11-30,hoopssportsbarandgrill.com,https://www.yelp.ca/biz/hoops-sports-bar-and-grill-toronto-2,43.642256,-79.383064
American (Traditional),"1492 Dundas Street E
Unit 1
Mississauga, ON L4X 1L4",Crabby Joe's,(905) 270-5637,$11-30,crabbyjoes.com,https://www.yelp.ca/biz/crabby-joes-mississauga-3,43.61176,-79.581075
American (Traditional),"2800 Skymark Avenue
Mississauga, ON L4W 5A7",The Bull - Pub & Grill,(905) 212-7711,$11-30,thebullpubandgrill.ca,https://www.yelp.ca/biz/the-bull-pub-and-grill-mississauga,43.662458,-79.592776
American (Traditional),"1060 Wilson Avenue
North York, ON M3K 1G6",Peter G's Bar and Grill,(416) 636-5660,$11-30,petergs.ca,https://www.yelp.ca/biz/peter-gs-bar-and-grill-north-york,43.728424,-79.479947
American (Traditional),"1980 Avenue Road
North Toronto, ON M5M 4A4",Drums N Flats,(647) 347-9474,$11-30,drumsnflats.com,https://www.yelp.ca/biz/drums-n-flats-north-toronto,43.735113,-79.420186
American (Traditional),"100 Adelaide Street E
Toronto, ON M5C 1K9",Pearl Diver,(647) 699-0167,$11-30,pearldiver.to,https://www.yelp.ca/adredir?ad_business_id=trKyIRyjKqVSZmcU0AnICQ&campaign_id=b04Tylwsa1mFLiCk8n_QrA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fpearl-diver-toronto-2&request_id=b017c0703eda5222&signature=da71a8897b0c4839752adb25ecee8f05296e6b5f19eb0992342b6e660118b512&slot=0,43.65157,-79.37377
American (Traditional),"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=77be4218ec4d1bdb&signature=baddf1fb99fff1a6bcf3d319b5fb47ba1436172178edaa624b7454a3095243d3&slot=0,43.71367,-79.365092
American (Traditional),"250 Adelaide Street W
Toronto, ON M5H 1X6",Rock ?n? Horse Saloon,(647) 344-1234,$11-30,rocknhorsesaloon.com,https://www.yelp.ca/adredir?ad_business_id=jF3sWSqa-6TyROZgSUGrIw&campaign_id=MdoAVlqTrvxm6L7UQ4tLoA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frock-n-horse-saloon-toronto&request_id=77be4218ec4d1bdb&signature=0c9646c9e897d6f5e1a78db9ca15ca28bec4d25629ae29157e36886953155599&slot=1,43.648171,-79.389077
American (Traditional),Sherway Gardens,Beaumont Kitchen,(416) 641-7327,$31-60,beaumontkitchen.com,https://www.yelp.ca/biz/beaumont-kitchen-etobicoke,43.61179,-79.554725
American (Traditional),"1448 Lawrence Avenue E
North York, ON M4A 2S8",Georgy Porgys,(416) 285-8980,$11-30,georgyporgys.ca,https://www.yelp.ca/biz/georgy-porgys-north-york,43.742146,-79.314609
American (Traditional),"898 Don Mills Rd
North York, ON M3C 1V6",Harvey's Restaurants,(416) 444-1343,Under $10,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-north-york-8,43.726573,-79.341009
American (Traditional),"302 O'connor Drive
East York, ON M4J 2T8",The Wally Tap & Grill,(416) 425-6136,Under $10,,https://www.yelp.ca/biz/the-wally-tap-and-grill-east-york,43.694726,-79.343373
American (Traditional),"150 Windflower Gate
Woodbridge, ON L4L 9K8",Slumdog Bar & Grill,(905) 850-9389,$11-30,slumdog.ca/woodbridge,https://www.yelp.ca/biz/slumdog-bar-and-grill-woodbridge,43.790688,-79.552224
American (Traditional),"205 Marycroft Avenue
Vaughan, ON L4L 5X8",Swiss Chalet Rotisserie & Grill,(905) 856-2948,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-vaughan-2,43.785251,-79.564839
